user_id,date,device,sex,Employment_status
574808,19-02-2015,Desktop,Female,salaried
418014,22-02-2015,Desktop,Female,self employed
205344,27-01-2015,Desktop,Female,salaried
176571,03-01-2015,Tablet PC,Female,other
41600,21-02-2015,Tablet PC,Female,salaried
727796,26-03-2015,Tablet PC,Male,salaried
167038,13-04-2015,Tablet PC,Male,salaried
94187,30-04-2015,Mobile,Male,salaried
985123,13-04-2015,Laptop,Female,salaried
965822,19-02-2015,Desktop,Female,other
999441,06-02-2015,Mobile,Male,salaried
872473,26-01-2015,Desktop,Male,salaried
476955,23-03-2015,Mobile,Female,other
384199,24-03-2015,Desktop,Male,other
388103,30-03-2015,Desktop,Female,salaried
407805,18-03-2015,Desktop,Female,salaried
779585,08-02-2015,Mobile,Male,salaried
958443,31-01-2015,Desktop,Male,salaried
846115,12-03-2015,Mobile,Female,salaried
647067,05-03-2015,Mobile,Male,other
210950,15-01-2015,Desktop,Male,other
178373,30-04-2015,Desktop,Male,salaried
67626,22-03-2015,Desktop,Male,other
355552,22-03-2015,Desktop,Female,other
795169,26-03-2015,Mobile,Female,salaried
552008,19-04-2015,Mobile,Male,salaried
874797,26-01-2015,Desktop,Female,salaried
336186,20-02-2015,Desktop,Male,other
449714,28-01-2015,Mobile,Male,salaried
635882,22-02-2015,Desktop,Female,salaried
648838,27-02-2015,Mobile,Female,other
920130,03-04-2015,Desktop,Male,other
853085,09-01-2015,Desktop,Male,other
141250,20-03-2015,Desktop,Male,other
155756,14-01-2015,Mobile,Male,other
435742,01-02-2015,Mobile,Female,other
179518,05-01-2015,Desktop,Female,salaried
83581,30-01-2015,Desktop,Male,other
801991,04-01-2015,Desktop,Female,other
637254,09-01-2015,Desktop,Male,other
324784,04-04-2015,Mobile,Male,salaried
587563,17-01-2015,Desktop,Male,other
797730,20-03-2015,Desktop,Male,other
239133,24-04-2015,Desktop,Male,other
821176,30-01-2015,Desktop,Female,salaried
193027,03-04-2015,Desktop,Female,salaried
524052,12-03-2015,Desktop,Female,other
782646,06-04-2015,Mobile,Female,other
707617,20-02-2015,Mobile,Male,salaried
26481,14-03-2015,Desktop,Female,salaried
263024,27-04-2015,Desktop,Female,salaried
468189,01-01-2015,Mobile,Male,self employed
424187,13-01-2015,Desktop,Male,salaried
697998,13-01-2015,Desktop,Male,salaried
226861,08-02-2015,Mobile,Female,other
106038,07-01-2015,Desktop,Male,other
140864,19-01-2015,Mobile,Male,salaried
996089,16-03-2015,Desktop,Male,salaried
581208,02-01-2015,Desktop,Male,other
592297,26-04-2015,Desktop,Female,salaried
88600,19-04-2015,Desktop,Male,salaried
428198,23-02-2015,Desktop,Male,other
671415,21-03-2015,Mobile,Male,other
970783,27-03-2015,Desktop,Female,salaried
212557,19-04-2015,Desktop,Female,salaried
681538,08-02-2015,Desktop,Female,salaried
717441,30-01-2015,Mobile,Female,salaried
112814,09-04-2015,Mobile,Male,salaried
95108,29-01-2015,Desktop,Female,self employed
158455,25-04-2015,Desktop,Male,salaried
294234,16-03-2015,Mobile,Male,salaried
251157,10-03-2015,Laptop,Male,other
947971,08-03-2015,Laptop,Female,salaried
26348,27-01-2015,Laptop,Male,self employed
931071,16-03-2015,Laptop,Male,other
416753,03-03-2015,Tablet PC,Male,other
560881,06-03-2015,Desktop,Male,salaried
914566,01-04-2015,Desktop,Female,salaried
624314,07-04-2015,Desktop,Male,salaried
261175,18-04-2015,Mobile,Female,salaried
469756,24-01-2015,Desktop,Female,salaried
325655,19-02-2015,Mobile,Male,salaried
780988,03-04-2015,Desktop,Male,self employed
873311,19-01-2015,Mobile,Female,other
485948,03-03-2015,Mobile,Male,salaried
846486,04-02-2015,Desktop,Female,self employed
759991,10-02-2015,Desktop,Male,salaried
260665,02-04-2015,Mobile,Female,other
137037,11-04-2015,Desktop,Male,other
481376,29-03-2015,Mobile,Male,salaried
126569,24-02-2015,Desktop,Male,salaried
579677,26-03-2015,Mobile,Female,other
957293,16-04-2015,Desktop,Female,salaried
430295,21-01-2015,Mobile,Male,salaried
569491,29-03-2015,Desktop,Female,salaried
422726,10-01-2015,Desktop,Female,salaried
723540,29-04-2015,Desktop,Female,salaried
521442,01-02-2015,Mobile,Male,self employed
362111,01-04-2015,Desktop,Male,salaried
17329,02-04-2015,Desktop,Female,salaried
628199,02-04-2015,Mobile,Male,salaried
862101,21-03-2015,Desktop,Male,self employed
711742,17-03-2015,Desktop,Female,salaried
792150,18-04-2015,Desktop,Female,other
52348,20-02-2015,Mobile,Female,salaried
174311,27-03-2015,Desktop,Male,salaried
218289,26-02-2015,Desktop,Male,salaried
892708,27-02-2015,Mobile,Female,salaried
926378,05-04-2015,Desktop,Male,salaried
154247,01-03-2015,Desktop,Female,other
618376,14-01-2015,Mobile,Male,salaried
153398,20-03-2015,Mobile,Female,salaried
211834,23-02-2015,Tablet PC,Male,other
807280,17-04-2015,Tablet PC,Female,other
541702,07-03-2015,Tablet PC,Male,salaried
812904,25-04-2015,Tablet PC,Male,salaried
800490,27-02-2015,Laptop,Female,salaried
91251,19-04-2015,Desktop,Male,salaried
725835,18-04-2015,Desktop,Female,salaried
80921,21-01-2015,Desktop,Male,other
423478,03-03-2015,Mobile,Male,other
145498,28-01-2015,Mobile,Female,salaried
124672,10-04-2015,Desktop,Female,other
291840,05-03-2015,Desktop,Female,other
79105,17-02-2015,Desktop,Male,salaried
643460,21-04-2015,Desktop,Male,salaried
89968,13-04-2015,Desktop,Male,salaried
367090,12-01-2015,Desktop,Male,other
323678,03-04-2015,Desktop,Male,salaried
949671,25-02-2015,Mobile,Male,salaried
89464,23-02-2015,Mobile,Male,other
290391,31-03-2015,Mobile,Male,other
122651,21-02-2015,Desktop,Female,other
476508,30-04-2015,Desktop,Female,other
665984,08-02-2015,Mobile,Female,other
680460,04-03-2015,Desktop,Female,other
236586,27-03-2015,Desktop,Female,salaried
57108,18-04-2015,Desktop,Female,other
107888,10-04-2015,Desktop,Female,other
204170,30-03-2015,Desktop,Female,other
197117,17-04-2015,Desktop,Female,salaried
578008,18-01-2015,Desktop,Female,other
275484,17-04-2015,Desktop,Female,other
669237,03-02-2015,Desktop,Female,other
890176,06-03-2015,Desktop,Female,salaried
381241,18-03-2015,Mobile,Female,salaried
676989,17-04-2015,Desktop,Female,other
487368,17-02-2015,Desktop,Male,other
516375,28-02-2015,Desktop,Female,salaried
155766,03-02-2015,Desktop,Male,salaried
438980,21-04-2015,Mobile,Male,salaried
834664,18-04-2015,Desktop,Male,self employed
379453,02-01-2015,Desktop,Male,salaried
130249,01-02-2015,Desktop,Male,salaried
805888,26-03-2015,Desktop,Male,other
253420,23-04-2015,Mobile,Male,other
844399,24-02-2015,Desktop,Female,salaried
339785,12-02-2015,Mobile,Female,salaried
17533,13-03-2015,Desktop,Male,other
7371,17-03-2015,Desktop,Male,salaried
91631,15-02-2015,Desktop,Male,salaried
845493,24-01-2015,Mobile,Female,other
454000,01-03-2015,Mobile,Female,other
29134,26-02-2015,Desktop,Male,salaried
661568,21-03-2015,Desktop,Female,salaried
663684,05-02-2015,Mobile,Female,salaried
898375,13-04-2015,Desktop,Female,salaried
709847,13-02-2015,Desktop,Female,salaried
94009,28-01-2015,Mobile,Female,self employed
182763,12-01-2015,Desktop,Female,salaried
65594,02-03-2015,Desktop,Female,salaried
904505,19-03-2015,Desktop,Female,other
215864,30-01-2015,Desktop,Male,salaried
512615,03-02-2015,Mobile,Male,self employed
441149,13-04-2015,Desktop,Male,other
187957,06-02-2015,Desktop,Female,other
796149,17-03-2015,Desktop,Female,salaried
47219,07-01-2015,Desktop,Male,salaried
126069,18-01-2015,Desktop,Male,salaried
491650,23-03-2015,Desktop,Female,salaried
998063,15-04-2015,Desktop,Female,salaried
975403,13-02-2015,Mobile,Male,salaried
885532,22-02-2015,Desktop,Female,self employed
260528,27-02-2015,Desktop,Female,other
151208,21-04-2015,Desktop,Female,salaried
602831,07-01-2015,Desktop,Female,self employed
568481,11-04-2015,Mobile,Female,salaried
772976,12-04-2015,Mobile,Male,other
638861,21-01-2015,Desktop,Female,other
987443,23-02-2015,Desktop,Male,salaried
416339,23-01-2015,Desktop,Male,salaried
559850,11-02-2015,Mobile,Female,other
897418,01-03-2015,Desktop,Male,salaried
339931,02-02-2015,Desktop,Male,salaried
125185,19-01-2015,Mobile,Male,salaried
780090,30-03-2015,Desktop,Female,salaried
35826,17-01-2015,Desktop,Male,salaried
430068,26-01-2015,Laptop,Male,self employed
187512,05-01-2015,Tablet PC,Male,salaried
369484,19-03-2015,Tablet PC,Male,salaried
587936,04-04-2015,Tablet PC,Male,salaried
412728,20-02-2015,Tablet PC,Male,self employed
904376,12-02-2015,Tablet PC,Female,salaried
564780,27-02-2015,Desktop,Female,other
505376,14-01-2015,Desktop,Female,salaried
388175,21-03-2015,Mobile,Female,salaried
620270,19-03-2015,Desktop,Male,salaried
400068,11-03-2015,Desktop,Male,salaried
180565,14-04-2015,Mobile,Female,salaried
134685,07-04-2015,Desktop,Male,other
168356,01-04-2015,Desktop,Female,salaried
897602,03-01-2015,Desktop,Female,salaried
764380,16-04-2015,Desktop,Male,other
522493,23-04-2015,Mobile,Male,other
583695,23-01-2015,Mobile,Male,salaried
63946,16-02-2015,Mobile,Male,salaried
282317,03-04-2015,Desktop,Male,salaried
337953,13-01-2015,Desktop,Female,salaried
71082,15-01-2015,Mobile,Female,salaried
519200,20-04-2015,Desktop,Male,other
710795,24-02-2015,Desktop,Female,other
296440,11-02-2015,Desktop,Male,salaried
534254,21-02-2015,Mobile,Female,other
351524,27-02-2015,Desktop,Male,other
416069,14-01-2015,Mobile,Female,salaried
906664,06-03-2015,Desktop,Female,salaried
584150,21-03-2015,Mobile,Male,salaried
248849,29-01-2015,Mobile,Female,other
791103,20-03-2015,Desktop,Male,salaried
400664,28-02-2015,Desktop,Male,salaried
634177,09-01-2015,Mobile,Female,other
959511,13-03-2015,Desktop,Male,other
940933,20-02-2015,Desktop,Female,other
859497,11-02-2015,Desktop,Male,other
701429,24-02-2015,Desktop,Male,other
105857,17-04-2015,Desktop,Female,other
609743,30-04-2015,Desktop,Female,salaried
81323,11-04-2015,Mobile,Male,other
87410,07-04-2015,Mobile,Female,other
822245,06-02-2015,Tablet PC,Female,other
480688,26-04-2015,Tablet PC,Male,salaried
728916,26-03-2015,Tablet PC,Female,other
538099,25-03-2015,Tablet PC,Male,other
57070,09-02-2015,Tablet PC,Male,other
367111,24-02-2015,Mobile,Female,salaried
949100,25-04-2015,Desktop,Male,salaried
15922,13-02-2015,Desktop,Male,other
514406,24-02-2015,Desktop,Male,other
716221,27-03-2015,Desktop,Male,salaried
875754,02-01-2015,Desktop,Male,salaried
247338,28-02-2015,Desktop,Female,salaried
597065,19-02-2015,Mobile,Male,self employed
271761,23-01-2015,Desktop,Female,salaried
688968,01-01-2015,Desktop,Female,salaried
40731,10-02-2015,Desktop,Female,other
380900,01-02-2015,Desktop,Male,other
507386,04-03-2015,Desktop,Male,salaried
677741,11-01-2015,Desktop,Female,salaried
447223,14-04-2015,Desktop,Female,other
327144,09-02-2015,Desktop,Male,salaried
957973,07-04-2015,Desktop,Male,salaried
477136,03-01-2015,Desktop,Male,other
993531,29-01-2015,Desktop,Female,other
999507,20-02-2015,Desktop,Female,salaried
584100,05-01-2015,Mobile,Female,salaried
551851,21-03-2015,Desktop,Male,salaried
36012,27-04-2015,Desktop,Female,salaried
859780,06-01-2015,Desktop,Female,salaried
775459,14-02-2015,Desktop,Male,self employed
687314,15-02-2015,Desktop,Male,salaried
542486,09-03-2015,Tablet PC,Female,salaried
70757,20-04-2015,Tablet PC,Female,other
262555,16-04-2015,Tablet PC,Female,salaried
900857,01-02-2015,Tablet PC,Male,self employed
914694,16-03-2015,Tablet PC,Male,other
124631,08-01-2015,Desktop,Female,other
940828,19-03-2015,Desktop,Male,salaried
749782,22-01-2015,Desktop,Female,salaried
741013,06-03-2015,Mobile,Male,salaried
578809,18-02-2015,Desktop,Male,salaried
448767,31-03-2015,Desktop,Male,salaried
346529,22-03-2015,Desktop,Female,salaried
166765,18-04-2015,Desktop,Male,self employed
862143,12-04-2015,Desktop,Male,other
608519,09-02-2015,Mobile,Male,salaried
147272,30-04-2015,Desktop,Male,self employed
929015,17-01-2015,Desktop,Male,salaried
994645,29-03-2015,Mobile,Female,other
606024,26-01-2015,Mobile,Male,other
883661,13-04-2015,Desktop,Female,salaried
815731,10-04-2015,Desktop,Male,salaried
733096,19-01-2015,Desktop,Female,other
153859,29-01-2015,Mobile,Female,salaried
228647,09-03-2015,Desktop,Female,salaried
44103,02-01-2015,Desktop,Male,salaried
475643,14-04-2015,Mobile,Female,salaried
717378,09-03-2015,Mobile,Male,salaried
671383,03-03-2015,Desktop,Male,self employed
196473,27-04-2015,Desktop,Male,salaried
982752,11-04-2015,Desktop,Male,salaried
320235,20-03-2015,Tablet PC,Male,salaried
285882,27-01-2015,Tablet PC,Female,self employed
966856,11-01-2015,Tablet PC,Female,salaried
513780,02-02-2015,Tablet PC,Female,other
988493,26-01-2015,Tablet PC,Male,salaried
160100,28-03-2015,Mobile,Female,salaried
743071,28-03-2015,Desktop,Male,salaried
80975,01-03-2015,Desktop,Female,salaried
96374,26-04-2015,Desktop,Female,salaried
106104,13-02-2015,Mobile,Male,other
961481,30-04-2015,Desktop,Female,salaried
873276,28-02-2015,Desktop,Female,salaried
183849,17-03-2015,Mobile,Female,other
881429,25-02-2015,Desktop,Male,other
33116,07-01-2015,Mobile,Female,salaried
72059,16-04-2015,Mobile,Female,salaried
601691,31-01-2015,Mobile,Female,salaried
603715,21-03-2015,Desktop,Male,salaried
511661,05-04-2015,Mobile,Female,salaried
178144,01-04-2015,Desktop,Male,other
33024,05-04-2015,Desktop,Male,other
119588,30-04-2015,Desktop,Male,salaried
833489,27-04-2015,Mobile,Female,other
999919,24-04-2015,Mobile,Male,other
505736,27-04-2015,Tablet PC,Female,salaried
1850,15-04-2015,Tablet PC,Male,salaried
960801,13-01-2015,Tablet PC,Male,salaried
449667,31-03-2015,Tablet PC,Male,other
838941,08-04-2015,Tablet PC,Male,salaried
125918,14-03-2015,Mobile,Female,salaried
587135,26-01-2015,Mobile,Female,other
522761,20-04-2015,Mobile,Female,other
638114,09-01-2015,Mobile,Female,other
809713,21-03-2015,Desktop,Female,other
856569,29-01-2015,Desktop,Female,other
385867,22-01-2015,Mobile,Male,other
109254,08-03-2015,Mobile,Male,salaried
136478,24-04-2015,Desktop,Female,other
68010,16-02-2015,Desktop,Male,other
299821,13-03-2015,Desktop,Female,other
69703,23-02-2015,Mobile,Female,salaried
571080,06-02-2015,Mobile,Male,other
581956,25-02-2015,Mobile,Male,other
538422,05-02-2015,Desktop,Male,other
234850,22-01-2015,Desktop,Male,salaried
514968,01-04-2015,Mobile,Male,salaried
329250,07-02-2015,Desktop,Male,other
842337,23-02-2015,Desktop,Female,other
614645,27-04-2015,Desktop,Male,salaried
321738,04-03-2015,Mobile,Male,salaried
441049,25-01-2015,Desktop,Female,salaried
344758,14-04-2015,Desktop,Female,self employed
38228,08-03-2015,Desktop,Female,salaried
767828,08-01-2015,Desktop,Female,salaried
490018,16-02-2015,Mobile,Female,other
748038,10-01-2015,Desktop,Female,other
359974,01-02-2015,Desktop,Male,salaried
74853,13-03-2015,Desktop,Male,salaried
760535,09-02-2015,Mobile,Female,other
251790,10-03-2015,Desktop,Female,salaried
231382,26-02-2015,Mobile,Female,salaried
327213,14-01-2015,Desktop,Male,other
735003,02-01-2015,Desktop,Female,other
396609,19-01-2015,Mobile,Male,salaried
741537,12-03-2015,Desktop,Male,salaried
150848,17-02-2015,Mobile,Female,salaried
318814,09-01-2015,Desktop,Male,salaried
52926,21-02-2015,Desktop,Female,salaried
425712,27-03-2015,Desktop,Female,self employed
435151,10-03-2015,Desktop,Female,salaried
361644,13-04-2015,Desktop,Female,salaried
403748,25-04-2015,Mobile,Female,other
667530,02-02-2015,Mobile,Female,salaried
334242,23-03-2015,Desktop,Female,self employed
33980,22-03-2015,Desktop,Female,other
263034,05-04-2015,Mobile,Female,other
40068,02-01-2015,Desktop,Male,salaried
545961,02-02-2015,Mobile,Female,salaried
717951,12-01-2015,Mobile,Female,salaried
354377,23-02-2015,Desktop,Female,salaried
967033,08-03-2015,Mobile,Female,salaried
19707,24-04-2015,Mobile,Male,salaried
782372,05-02-2015,Desktop,Male,self employed
767940,03-03-2015,Desktop,Male,other
87804,13-03-2015,Tablet PC,Male,salaried
383218,08-01-2015,Tablet PC,Male,self employed
979913,24-03-2015,Tablet PC,Male,salaried
333429,15-04-2015,Tablet PC,Male,other
234387,25-03-2015,Tablet PC,Male,other
718625,01-04-2015,Desktop,Male,salaried
403460,01-04-2015,Desktop,Female,salaried
296161,28-04-2015,Desktop,Female,other
115359,30-03-2015,Desktop,Male,salaried
38550,03-03-2015,Desktop,Male,salaried
641863,23-04-2015,Desktop,Female,salaried
885491,01-04-2015,Desktop,Female,salaried
942329,10-01-2015,Mobile,Female,salaried
435079,15-03-2015,Desktop,Female,self employed
659630,25-04-2015,Desktop,Female,salaried
32117,15-02-2015,Mobile,Male,salaried
753796,19-03-2015,Desktop,Male,salaried
701669,03-04-2015,Desktop,Male,self employed
619293,12-02-2015,Desktop,Female,salaried
517829,03-04-2015,Desktop,Male,other
514675,14-04-2015,Desktop,Male,salaried
131793,31-03-2015,Desktop,Male,salaried
756068,10-01-2015,Mobile,Male,salaried
187412,14-02-2015,Mobile,Female,salaried
580368,21-02-2015,Desktop,Male,salaried
353265,10-02-2015,Desktop,Male,other
121069,05-01-2015,Mobile,Female,salaried
66337,10-02-2015,Mobile,Male,salaried
876424,23-04-2015,Mobile,Male,other
70627,01-03-2015,Desktop,Male,other
355059,13-02-2015,Mobile,Male,salaried
605467,20-01-2015,Desktop,Male,salaried
183648,26-03-2015,Desktop,Female,salaried
127688,04-01-2015,Desktop,Male,salaried
583730,12-04-2015,Desktop,Female,salaried
111537,03-02-2015,Desktop,Male,other
745107,13-04-2015,Mobile,Male,other
593552,29-01-2015,Mobile,Female,salaried
219860,14-02-2015,Desktop,Male,other
28445,28-04-2015,Desktop,Male,other
438317,22-04-2015,Desktop,Male,salaried
539011,11-03-2015,Mobile,Male,salaried
344997,01-02-2015,Desktop,Male,salaried
777191,21-03-2015,Desktop,Male,other
984688,27-04-2015,Mobile,Male,salaried
163713,26-01-2015,Mobile,Male,salaried
927412,19-01-2015,Desktop,Female,other
520437,16-04-2015,Desktop,Female,other
692287,16-02-2015,Desktop,Male,other
161703,11-02-2015,Desktop,Male,other
991463,18-02-2015,Mobile,Male,other
410921,27-04-2015,Mobile,Male,other
91327,11-01-2015,Desktop,Female,salaried
861358,29-03-2015,Mobile,Female,other
743446,01-03-2015,Mobile,Female,other
401984,14-01-2015,Mobile,Male,other
778210,20-01-2015,Mobile,Male,salaried
989890,03-04-2015,Mobile,Male,other
16073,25-02-2015,Desktop,Female,other
309382,17-03-2015,Desktop,Male,other
961252,17-03-2015,Tablet PC,Female,salaried
728496,15-04-2015,Tablet PC,Female,salaried
101813,26-02-2015,Tablet PC,Female,other
286819,18-03-2015,Tablet PC,Male,other
814475,16-03-2015,Tablet PC,Male,salaried
443876,30-04-2015,Desktop,Male,salaried
285006,08-03-2015,Desktop,Male,salaried
524399,15-02-2015,Mobile,Male,self employed
373583,12-03-2015,Desktop,Male,salaried
586581,03-02-2015,Desktop,Male,salaried
198671,09-01-2015,Desktop,Female,other
920820,19-02-2015,Mobile,Female,other
363839,13-02-2015,Mobile,Male,salaried
51583,06-01-2015,Mobile,Male,salaried
548807,02-01-2015,Desktop,Male,other
853925,02-01-2015,Mobile,Female,salaried
117492,22-01-2015,Desktop,Male,salaried
360677,03-04-2015,Desktop,Female,other
959412,02-04-2015,Desktop,Male,other
152558,05-02-2015,Desktop,Male,salaried
469165,13-02-2015,Mobile,Male,salaried
472216,02-02-2015,Desktop,Female,salaried
633042,06-04-2015,Mobile,Male,salaried
284836,12-01-2015,Mobile,Female,salaried
198489,08-01-2015,Mobile,Female,self employed
598699,18-04-2015,Desktop,Male,salaried
75443,12-02-2015,Mobile,Female,salaried
856826,14-01-2015,Desktop,Male,other
629115,22-01-2015,Desktop,Male,salaried
680489,10-02-2015,Desktop,Male,self employed
675430,21-04-2015,Mobile,Male,other
402435,06-03-2015,Desktop,Male,other
448996,23-01-2015,Desktop,Male,salaried
237248,05-04-2015,Mobile,Male,salaried
528107,29-04-2015,Mobile,Male,salaried
163444,31-03-2015,Mobile,Male,salaried
402590,31-03-2015,Desktop,Male,salaried
984352,11-02-2015,Mobile,Male,salaried
922508,20-01-2015,Desktop,Male,self employed
13248,06-04-2015,Mobile,Male,other
234705,09-03-2015,Desktop,Male,salaried
309147,22-01-2015,Desktop,Male,self employed
693690,18-01-2015,Mobile,Female,salaried
312774,18-04-2015,Mobile,Male,other
672795,26-03-2015,Mobile,Female,other
440031,31-03-2015,Desktop,Female,salaried
980266,20-01-2015,Mobile,Female,salaried
437059,04-01-2015,Desktop,Male,other
726439,06-04-2015,Desktop,Male,salaried
50866,23-01-2015,Tablet PC,Male,salaried
912691,01-03-2015,Tablet PC,Male,salaried
177527,15-01-2015,Tablet PC,Female,salaried
932426,28-02-2015,Tablet PC,Female,salaried
659006,31-01-2015,Tablet PC,Male,self employed
592358,16-03-2015,Desktop,Female,salaried
372793,22-02-2015,Desktop,Female,salaried
516124,13-01-2015,Mobile,Male,salaried
967969,12-02-2015,Mobile,Male,self employed
410338,04-01-2015,Desktop,Female,salaried
392644,08-03-2015,Mobile,Male,other
39653,06-03-2015,Desktop,Male,salaried
662175,27-03-2015,Desktop,Female,salaried
921641,01-04-2015,Desktop,Female,salaried
749661,21-02-2015,Desktop,Female,salaried
484610,27-03-2015,Desktop,Male,salaried
651850,19-02-2015,Desktop,Female,other
587892,01-01-2015,Desktop,Female,salaried
565147,02-03-2015,Desktop,Female,salaried
800964,03-03-2015,Mobile,Female,other
802861,04-03-2015,Desktop,Female,other
95221,12-01-2015,Desktop,Female,salaried
676962,16-04-2015,Desktop,Male,salaried
334941,25-04-2015,Desktop,Female,salaried
227719,07-02-2015,Desktop,Female,salaried
753221,20-02-2015,Desktop,Male,salaried
276261,20-04-2015,Mobile,Male,other
11026,20-01-2015,Desktop,Male,other
384505,27-01-2015,Desktop,Male,salaried
133089,10-03-2015,Desktop,Male,other
119643,12-04-2015,Desktop,Male,other
148157,29-04-2015,Mobile,Female,salaried
664526,11-02-2015,Mobile,Male,salaried
577515,28-01-2015,Desktop,Male,salaried
582219,04-01-2015,Desktop,Female,other
670302,14-04-2015,Mobile,Female,salaried
663898,26-01-2015,Desktop,Female,salaried
87566,22-01-2015,Mobile,Male,other
365697,06-01-2015,Desktop,Female,other
813996,20-03-2015,Desktop,Male,other
429546,11-01-2015,Desktop,Female,other
514144,11-01-2015,Desktop,Female,other
198768,20-02-2015,Desktop,Female,other
392569,26-04-2015,Desktop,Male,salaried
222495,26-04-2015,Desktop,Female,other
726256,21-02-2015,Mobile,Female,other
482695,25-01-2015,Desktop,Female,other
700072,16-03-2015,Tablet PC,Female,salaried
278804,25-03-2015,Tablet PC,Male,other
610022,04-03-2015,Tablet PC,Female,other
114427,07-01-2015,Tablet PC,Female,other
898604,15-01-2015,Tablet PC,Female,salaried
61888,28-01-2015,Mobile,Male,salaried
662476,21-04-2015,Desktop,Male,other
434293,07-03-2015,Desktop,Male,other
323770,03-03-2015,Mobile,Male,salaried
760034,29-01-2015,Desktop,Female,salaried
913556,20-01-2015,Mobile,Female,salaried
657726,17-04-2015,Desktop,Female,self employed
665185,06-04-2015,Mobile,Female,salaried
783958,16-01-2015,Desktop,Female,salaried
787925,18-02-2015,Mobile,Female,other
202790,11-03-2015,Mobile,Female,other
759056,07-02-2015,Mobile,Female,salaried
568825,29-03-2015,Desktop,Female,salaried
650793,26-02-2015,Mobile,Male,other
537349,06-04-2015,Desktop,Female,salaried
782127,20-01-2015,Desktop,Female,salaried
714827,21-04-2015,Mobile,Female,other
914267,28-03-2015,Desktop,Female,other
289154,14-03-2015,Tablet PC,Female,salaried
310034,13-01-2015,Tablet PC,Male,salaried
580771,26-03-2015,Tablet PC,Female,salaried
150502,17-03-2015,Tablet PC,Female,salaried
489768,19-03-2015,Tablet PC,Male,salaried
381709,21-03-2015,Desktop,Female,self employed
80660,23-03-2015,Desktop,Male,salaried
572469,28-01-2015,Desktop,Male,salaried
525504,21-02-2015,Desktop,Male,other
824398,09-01-2015,Desktop,Male,salaried
851287,26-01-2015,Mobile,Female,self employed
137451,21-04-2015,Desktop,Male,other
179966,13-03-2015,Mobile,Male,other
983151,11-02-2015,Mobile,Male,salaried
861515,26-03-2015,Mobile,Male,salaried
821174,03-02-2015,Desktop,Female,salaried
23933,13-01-2015,Desktop,Male,salaried
